word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	length
ноября	105044	-8.45	4	4	875	98	0	0	0	6
этот	104880	-6.97	4	6	226	27	0	0	0	4
входит	102782	-6.14	6	9	1325	16	0	0	0	6
которая	101704	-8.25	0	0	1255	499	0	0	0	7
над	101592	-4.38	14	17	875	464	0	0	0	3
родился	101506	-6.02	0	0	1004	130	0	0	0	7
i	101486	-4.31	0	16	32	32	32	32	32	1
им	101463	-3.1	34	42	709	69	69	69	69	2
ему	100073	-6.05	0	4	138	1	0	0	0	3
своей	99148	-6.44	2	4	2142	108	0	0	0	5
других	99124	-7.18	4	4	891	53	0	0	0	6
февраля	98532	-9.69	4	4	388	41	0	0	0	7
может	96457	-5.8	4	6	929	192	0	0	0	5
районе	95611	-6.4	6	7	1004	437	0	0	0	6
formula_	94484	-7.87	0	0	31	8	0	0	0	8
участие	93823	-6.61	8	9	590	95	0	0	0	7
которого	93792	-7.36	0	0	1255	499	0	0	0	8
всех	93413	-7.12	6	7	1325	81	0	0	0	4
тем	92474	-3.85	18	25	693	187	0	0	0	3
переписи	91798	-8.03	0	0	2895	307	0	0	0	8
начале	90597	-6.19	8	10	875	464	0	0	0	6
данным	90381	-5.62	8	9	891	89	0	0	0	6
качестве	89830	-7.58	0	1	1255	279	0	0	0	8
код	89536	-5.32	20	24	1255	499	0	0	0	3
ii	89389	-4.19	30	35	32	2	2	2	2	2
т	88954	-4.3	0	16	693	693	693	693	693	1
гг	88373	-4.42	28	30	586	2	2	2	2	2
этой	87937	-5.06	4	6	226	27	0	0	0	4
времени	87406	-7.55	2	3	1325	46	0	0	0	7
свою	87379	-6.14	12	12	2142	108	0	0	0	4
двух	87207	-7.1	2	3	891	61	0	0	0	4
годов	87093	-5.58	12	12	586	184	0	0	0	5
есть	87027	-5.03	2	4	138	11	0	0	0	4
конце	86628	-5.65	6	6	1255	499	0	0	0	5
человека	86480	-10.22	0	1	238	96	0	0	0	8
числе	85818	-6.7	6	6	238	37	0	0	0	5
имеет	85554	-7.27	4	4	709	69	0	0	0	5
п	84155	-4.3	0	12	2895	2895	2895	2895	2895	1
без	84025	-5.42	10	11	631	93	0	0	0	3
д	83449	-4.3	0	17	891	891	891	891	891	1
городе	83282	-6.82	4	6	586	184	0	0	0	6
село	83246	-4.79	18	20	2142	234	0	0	0	4
три	83131	-4.54	4	8	693	160	0	0	0	3
де	82813	-3.12	50	60	891	214	214	214	214	2
работал	82533	-6.89	6	10	1004	437	0	0	0	7
себя	81713	-6.45	4	4	2142	234	0	0	0	4
раз	81680	-4.05	20	24	1004	437	0	0	0	3
чем	81442	-4.17	12	15	238	96	0	0	0	3
период	80996	-7.39	0	4	2895	307	0	0	0	6
кроме	80416	-7.02	0	0	1255	166	0	0	0	5
первой	79893	-5.43	6	6	2895	307	0	0	0	6
своего	79677	-6.55	0	0	2142	108	0	0	0	6
лишь	78738	-6.01	0	0	441	136	0	0	0	4
стала	77924	-4.83	12	13	2142	356	0	0	0	5
согласно	77689	-8.41	0	0	2142	503	0	0	0	8
жизни	77282	-8.25	2	2	169	49	0	0	0	5
об	77249	-3.72	28	41	1284	330	330	330	330	2
можно	77243	-5.16	0	0	929	192	0	0	0	5
работы	77225	-5.91	6	7	1004	437	0	0	0	6
быть	76600	-5.2	2	3	631	35	0	0	0	4
занимает	76319	-7.84	0	0	595	400	0	0	0	8
другие	75017	-7.0	6	6	891	53	0	0	0	6
совета	74656	-6.16	6	8	2142	503	0	0	0	6
истории	74295	-6.5	8	9	709	198	0	0	0	7
связи	74219	-6.26	2	2	2142	108	0	0	0	5
впервые	74129	-7.6	0	1	1325	16	0	0	0	7
день	74115	-4.61	8	9	891	214	0	0	0	4
альбом	73757	-6.94	0	4	672	86	0	0	0	6
группа	73300	-6.86	8	11	586	133	0	0	0	6
одним	72622	-6.33	4	6	1284	54	0	0	0	5
если	70878	-6.74	0	2	138	11	0	0	0	4
например	70378	-8.43	0	0	875	464	0	0	0	8
очень	70111	-6.44	2	2	1284	17	0	0	0	5
северо	69862	-7.95	6	7	2142	234	0	0	0	6
одной	69720	-4.81	2	5	1284	54	0	0	0	5
мм	69555	-5.57	44	46	929	1	1	1	1	2
результате	69116	-10.86	0	0	1004	263	0	0	0	10
см	68928	-4.31	42	48	2142	44	44	44	44	2
р	68731	-4.3	0	21	1004	1004	1004	1004	1004	1
наиболее	68529	-9.67	0	0	875	464	0	0	0	8
образом	68018	-6.39	2	3	1284	330	0	0	0	7
российской	67860	-8.63	0	0	1004	130	0	0	0	10
здесь	66701	-7.66	0	0	595	13	0	0	0	5
юго	66598	-4.08	10	12	65	8	0	0	0	3
начала	66226	-5.31	10	12	875	464	0	0	0	6
стали	66125	-4.74	6	8	2142	356	0	0	0	5
род	65911	-4.42	40	47	1004	130	0	0	0	3
имени	65880	-5.63	4	8	709	69	0	0	0	5
собой	65480	-4.91	4	5	2142	503	0	0	0	5
деревня	65447	-8.27	8	9	891	214	0	0	0	7
церкви	65367	-9.36	0	0	132	72	0	0	0	6
окончил	65336	-7.42	2	4	1284	90	0	0	0	7
область	65290	-6.45	2	3	1284	330	0	0	0	7
эти	64946	-4.41	10	14	226	27	0	0	0	3
котором	64638	-6.8	6	7	1255	499	0	0	0	7
него	64512	-3.92	6	7	875	187	0	0	0	4
начал	64234	-4.67	6	11	875	464	0	0	0	5
страны	64230	-6.4	6	7	2142	356	0	0	0	6
хотя	63530	-7.02	2	3	220	71	0	0	0	4
течение	62916	-6.16	10	11	693	187	0	0	0	7
фильм	62451	-6.52	0	4	388	103	0	0	0	5
э	62378	-4.3	0	5	226	226	226	226	226	1
своих	62254	-6.25	4	5	2142	108	0	0	0	5
c	62006	-4.3	0	11	40	40	40	40	40	1
берегу	61742	-7.12	2	3	631	93	0	0	0	6
даже	60772	-6.15	2	2	891	89	0	0	0	4
центр	60533	-6.58	0	4	132	72	0	0	0	5
назначен	60064	-7.75	0	0	875	464	0	0	0	8
a	59967	-4.3	0	17	49	49	49	49	49	1
две	59500	-4.37	4	7	891	61	0	0	0	3
смерти	59038	-6.64	2	2	2142	44	0	0	0	6
позже	58781	-7.24	0	0	2895	1019	0	0	0	5
центра	58603	-6.55	6	8	132	72	0	0	0	6
of	58342	-4.68	12	14	19	2	2	2	2	2
клуб	57504	-5.9	0	5	1255	71	0	0	0	4
чего	57490	-4.85	4	5	238	96	0	0	0	4
генерал	57416	-8.36	0	3	586	96	0	0	0	7
роль	56543	-5.39	10	11	1004	130	0	0	0	4
свой	56425	-3.78	14	15	2142	108	0	0	0	4
союза	56325	-5.65	4	5	2142	503	0	0	0	5
команды	56045	-6.96	6	7	1255	499	0	0	0	7
там	55805	-4.72	24	27	693	84	0	0	0	3
менее	55622	-5.47	0	0	929	194	0	0	0	5
перед	55538	-5.18	2	3	2895	307	0	0	0	5
настоящее	55364	-8.36	0	0	875	464	0	0	0	9
компании	55320	-7.31	0	0	1255	499	0	0	0	8
почти	54678	-6.39	8	8	2895	1019	0	0	0	5
первым	54596	-6.06	8	9	2895	307	0	0	0	6
украины	54303	-8.23	8	9	590	46	0	0	0	7
этих	54158	-5.68	2	3	226	27	0	0	0	4
тыс	53714	-6.45	4	5	693	12	0	0	0	3
некоторые	53628	-10.9	0	0	875	187	0	0	0	9
будет	53550	-6.11	4	4	631	50	0	0	0	5
член	53532	-5.13	4	6	238	8	0	0	0	4
вскоре	53506	-6.85	0	0	1325	81	0	0	0	6
партии	53476	-5.78	6	6	2895	163	0	0	0	6
тогда	53339	-6.53	2	2	693	113	0	0	0	5
свои	53325	-6.06	14	16	2142	108	0	0	0	4
ни	53322	-3.92	40	52	875	86	86	86	86	2
округа	53202	-6.41	4	7	1284	90	0	0	0	6
республики	52942	-10.07	0	0	1004	263	0	0	0	10
университета	52896	-14.05	0	0	590	32	0	0	0	12
л	52848	-4.3	0	16	441	441	441	441	441	1
имя	52301	-5.88	2	4	709	69	0	0	0	3
участвовал	52196	-8.48	0	0	590	95	0	0	0	10
многие	51923	-6.78	6	6	929	27	0	0	0	6
новый	51872	-5.87	8	8	875	98	0	0	0	5
санкт	51844	-6.95	0	0	2142	110	0	0	0	5
жителей	51690	-6.4	0	0	169	49	0	0	0	7
xix	51682	-4.62	4	7	18	5	0	0	0	3
государственного	51633	-12.99	0	0	586	184	0	0	0	16
губернии	51588	-8.17	0	0	586	23	0	0	0	8
вновь	51544	-6.75	0	0	1325	45	0	0	0	5
стороны	51321	-7.48	6	7	2142	356	0	0	0	7
франции	50993	-6.14	6	6	388	71	0	0	0	7
семье	50867	-5.63	6	8	2142	234	0	0	0	5
системы	50730	-8.93	6	7	2142	103	0	0	0	7
б	50350	-4.3	0	11	631	631	631	631	631	1
академии	50258	-10.26	0	0	672	62	0	0	0	8
игры	50153	-5.47	6	7	709	35	0	0	0	4
длина	49985	-5.88	8	10	891	22	0	0	0	5
несмотря	49963	-11.47	0	0	875	187	0	0	0	8
часто	49857	-5.91	6	7	238	52	0	0	0	5
большой	49705	-6.72	10	10	631	164	0	0	0	7
тысяч	49504	-8.68	0	3	693	12	0	0	0	5
германии	49503	-7.5	0	0	586	96	0	0	0	8
количество	49325	-8.06	0	0	1255	499	0	0	0	10
первые	49325	-5.78	8	9	2895	307	0	0	0	6
войска	48955	-6.25	2	5	1325	320	0	0	0	6
относится	48881	-8.45	0	0	1284	254	0	0	0	9
сборной	48877	-6.68	0	0	2142	21	0	0	0	7
являются	48868	-5.8	0	0	105	21	0	0	0	8
бы	48865	-3.39	14	17	631	35	35	35	35	2
всё	48861	-5.77	6	8	1325	81	0	0	0	3
таким	48853	-6.76	8	10	693	84	0	0	0	5
одного	48779	-5.23	0	2	1284	54	0	0	0	6
могут	48736	-7.64	0	2	929	192	0	0	0	5
женщин	48727	-7.36	0	4	169	68	0	0	0	6
москве	48652	-9.06	6	6	929	192	0	0	0	6
серии	48459	-5.03	8	9	2142	234	0	0	0	5
ныне	48382	-7.28	2	2	875	5	0	0	0	4
река	48370	-4.93	20	24	1004	263	0	0	0	4
отечественной	48365	-9.77	0	0	1284	254	0	0	0	13
великой	48200	-6.67	6	7	1325	192	0	0	0	7
эта	48142	-4.06	16	19	226	27	0	0	0	3
типа	48139	-6.34	4	5	693	35	0	0	0	4
сын	48040	-5.29	12	15	2142	17	0	0	0	3
тот	47949	-5.7	22	25	693	113	0	0	0	3
составляло	47929	-8.5	0	0	2142	503	0	0	0	10
мировой	47602	-6.34	4	4	929	121	0	0	0	7
впоследствии	47315	-12.18	0	0	1325	16	0	0	0	12
сезона	47080	-7.0	4	6	2142	234	0	0	0	6
федерации	46913	-8.26	0	0	388	41	0	0	0	9
метров	46717	-6.1	4	5	929	194	0	0	0	6
наук	46508	-5.46	2	6	875	464	0	0	0	4
либо	46483	-6.92	2	3	441	136	0	0	0	4
благодаря	46474	-11.25	0	0	631	40	0	0	0	9
первого	46463	-6.32	0	0	2895	307	0	0	0	7
нескольких	46444	-9.47	0	0	875	187	0	0	0	10
линии	46298	-5.46	8	8	441	136	0	0	0	5
момент	46275	-6.97	0	3	929	192	0	0	0	6
школы	46243	-7.09	6	7	157	14	0	0	0	5
альбома	46205	-8.55	6	8	672	86	0	0	0	7
образования	46170	-7.45	0	0	1284	330	0	0	0	11
число	46140	-6.55	8	9	238	37	0	0	0	5
войск	46073	-6.43	0	2	1325	320	0	0	0	5
iii	45951	-4.71	6	9	32	2	0	0	0	3
названием	45951	-7.88	0	0	875	464	0	0	0	9
александр	45919	-10.12	0	0	672	86	0	0	0	9
s	45606	-4.3	0	18	64	64	64	64	64	1
поэтому	45268	-6.75	0	2	2895	1019	0	0	0	7
больше	45114	-6.44	4	8	631	164	0	0	0	6
млн	45104	-6.47	8	10	929	12	0	0	0	3
которое	44983	-7.18	6	6	1255	499	0	0	0	7
ходе	44907	-4.96	12	15	220	71	0	0	0	4
список	44831	-7.5	0	0	2142	136	0	0	0	6
власти	44742	-6.39	2	2	1325	51	0	0	0	6
умер	44648	-5.4	0	1	590	22	0	0	0	4
земли	44355	-6.83	6	6	595	43	0	0	0	5
сам	44213	-3.81	18	25	2142	110	0	0	0	3
расположен	44213	-8.23	0	0	1004	437	0	0	0	10
управления	44158	-8.32	0	0	590	35	0	0	0	10
различных	44127	-7.77	0	0	1004	437	0	0	0	9
основном	43969	-7.79	0	0	1284	189	0	0	0	8
вышел	43950	-6.23	4	5	1325	268	0	0	0	5
честь	43901	-4.43	6	7	238	96	0	0	0	5
одна	43884	-5.2	8	10	1284	54	0	0	0	4
дивизии	43686	-8.44	6	6	891	80	0	0	0	7
европы	43365	-7.74	6	6	138	43	0	0	0	6
села	43322	-4.36	20	21	2142	234	0	0	0	4
песни	43128	-7.48	10	10	2895	307	0	0	0	5
веке	42990	-5.84	12	14	1325	192	0	0	0	4
возрасте	42921	-8.36	0	1	1325	320	0	0	0	8
стало	42704	-5.36	8	9	2142	356	0	0	0	5
церковь	42696	-9.23	0	1	132	72	0	0	0	7
детей	42686	-6.23	2	2	891	214	0	0	0	5
компания	42604	-6.93	0	0	1255	499	0	0	0	8
ряд	42531	-4.46	10	17	1004	13	0	0	0	3
степени	42521	-9.24	4	4	2142	356	0	0	0	7
организации	42493	-9.78	0	0	1284	84	0	0	0	11
нью	42486	-4.71	2	2	875	4	0	0	0	3
месте	42413	-5.89	8	10	929	194	0	0	0	5
частности	42006	-8.3	0	0	238	52	0	0	0	9
речной	41876	-5.39	2	2	1004	263	0	0	0	6
ранее	41812	-5.67	4	5	1004	437	0	0	0	5
полностью	41800	-7.68	0	0	2895	1019	0	0	0	9
своим	41752	-6.25	6	8	2142	108	0	0	0	5
станции	41601	-5.65	6	6	2142	356	0	0	0	7
xx	41523	-4.38	10	13	18	4	4	4	4	2
ф	41496	-4.3	0	8	388	388	388	388	388	1
чемпионата	41473	-10.95	0	0	238	96	0	0	0	10
поселения	41346	-6.61	0	0	2895	1019	0	0	0	9
ней	41334	-3.35	20	23	875	187	0	0	0	3
именно	41266	-5.61	0	0	709	69	0	0	0	6
первая	41136	-5.76	0	0	2895	307	0	0	0	6
др	40657	-3.98	38	44	891	53	53	53	53	2
сезоне	40574	-7.51	4	5	2142	234	0	0	0	6
многих	40562	-6.96	4	4	929	27	0	0	0	6
значения	40386	-6.31	0	0	595	53	0	0	0	8
клуба	40381	-6.68	6	9	1255	71	0	0	0	5
мужчин	40342	-6.94	0	2	929	86	0	0	0	6
института	40273	-10.94	0	0	709	127	0	0	0	9
обычно	40212	-5.33	0	2	1284	330	0	0	0	6
деревни	40126	-8.18	6	6	891	214	0	0	0	7
сельского	40084	-6.0	0	0	2142	234	0	0	0	9
новой	40074	-5.21	6	7	875	98	0	0	0	5
нового	40068	-6.1	0	0	875	98	0	0	0	6
первых	39959	-5.44	6	6	2895	307	0	0	0	6
таких	39955	-5.93	6	7	693	84	0	0	0	5
империи	39937	-6.95	4	4	709	69	0	0	0	7
дом	39827	-3.2	8	13	891	236	0	0	0	3
селе	39707	-4.59	14	16	2142	234	0	0	0	4
полка	39440	-4.84	4	7	2895	1019	0	0	0	5
людей	39436	-5.78	0	0	441	41	0	0	0	5
позднее	39432	-6.75	4	4	2895	1019	0	0	0	7
примерно	39426	-7.08	0	0	2895	1122	0	0	0	8
чел	39346	-5.13	16	17	238	96	0	0	0	3
принял	39272	-5.65	4	7	2895	1122	0	0	0	6
работу	39055	-6.77	6	7	1004	437	0	0	0	6
дома	38891	-4.81	16	18	891	236	0	0	0	4
северной	38692	-7.31	0	0	2142	234	0	0	0	8
получила	38674	-6.55	0	1	2895	1019	0	0	0	8
общества	38558	-6.19	0	1	1284	330	0	0	0	8
виде	38544	-4.84	14	18	1325	84	0	0	0	4
ним	38319	-4.48	26	30	875	86	0	0	0	3
чемпионате	38308	-11.05	0	0	238	96	0	0	0	10
расположена	38295	-8.83	0	0	1004	437	0	0	0	11
совет	38278	-4.94	0	5	2142	503	0	0	0	5
автор	38187	-5.38	0	4	672	94	0	0	0	5
культуры	38170	-7.81	0	1	1255	69	0	0	0	8
сан	38133	-4.06	36	41	2142	110	0	0	0	3
решение	38078	-5.97	8	9	1004	263	0	0	0	7
много	37997	-4.41	4	6	929	27	0	0	0	5
рода	37828	-4.75	30	31	1004	130	0	0	0	4
удалось	37718	-7.59	0	0	590	35	0	0	0	7
должность	37707	-8.04	0	0	891	236	0	0	0	9
четыре	37650	-8.49	0	1	238	96	0	0	0	6
членом	37616	-6.56	4	4	238	8	0	0	0	6
советского	37488	-7.38	0	0	2142	503	0	0	0	10
команда	37460	-6.85	6	8	1255	499	0	0	0	7
главным	37212	-6.82	8	9	586	48	0	0	0	7
конца	37079	-5.5	6	7	1255	499	0	0	0	5
d	36927	-4.3	0	13	38	38	38	38	38	1
вернулся	36913	-7.92	0	0	1325	192	0	0	0	8
моря	36886	-5.52	4	5	929	192	0	0	0	4
отец	36855	-6.6	2	2	1284	254	0	0	0	4
советский	36787	-7.1	0	0	2142	503	0	0	0	9
институт	36698	-9.88	0	0	709	127	0	0	0	8
станция	36586	-5.91	6	7	2142	356	0	0	0	7
трёх	36568	-5.4	4	4	693	160	0	0	0	4
места	36545	-4.89	14	17	929	194	0	0	0	5
состоит	36459	-7.74	2	2	2142	503	0	0	0	7
другой	36439	-7.36	4	4	891	53	0	0	0	6
москва	36402	-8.0	6	6	929	192	0	0	0	6
самых	36339	-5.57	8	8	2142	110	0	0	0	5
такие	36271	-6.15	10	11	693	84	0	0	0	5
история	36194	-6.51	8	8	709	198	0	0	0	7
дней	36162	-5.11	4	6	891	18	0	0	0	4
версии	36131	-6.24	8	8	1325	192	0	0	0	6
индекс	36084	-8.33	0	0	709	127	0	0	0	6
игр	35977	-5.23	0	6	709	35	0	0	0	3
система	35843	-8.93	6	8	2142	103	0	0	0	7
жизнь	35816	-7.58	2	3	169	49	0	0	0	5
видов	35636	-5.83	2	2	1325	84	0	0	0	5
острова	35617	-5.88	4	6	1284	189	0	0	0	7
вид	35596	-4.5	12	18	1325	84	0	0	0	3
случае	35583	-6.82	8	10	2142	122	0	0	0	6
своё	35467	-6.25	12	13	2142	108	0	0	0	4
университете	35441	-14.56	0	0	590	32	0	0	0	12
некоторых	35379	-11.06	0	0	875	187	0	0	0	9
поскольку	35246	-9.97	0	0	2895	1019	0	0	0	9
западной	35185	-6.93	0	1	595	400	0	0	0	8
населённых	35166	-8.53	0	0	875	464	0	0	0	10
матче	35149	-7.13	4	7	929	237	0	0	0	5
образование	35121	-7.58	0	0	1284	330	0	0	0	11
проект	34952	-6.21	0	4	2895	1122	0	0	0	6
чемпионат	34854	-10.62	0	0	238	96	0	0	0	9
себе	34817	-6.04	8	8	2142	234	0	0	0	4
провёл	34746	-6.56	8	8	2895	1122	0	0	0	6
особенно	34705	-8.37	0	0	1284	189	0	0	0	8
которую	34652	-8.01	0	0	1255	499	0	0	0	7
большинство	34650	-10.05	0	0	631	164	0	0	0	11
улица	34587	-6.54	6	10	590	18	0	0	0	5
первое	34581	-5.87	6	6	2895	307	0	0	0	6
самым	34566	-5.87	10	11	2142	110	0	0	0	5
южной	34564	-4.55	6	7	65	13	0	0	0	5
восточной	34460	-7.02	0	0	1325	320	0	0	0	9
ю	34382	-4.3	0	4	65	65	65	65	65	1
основе	34246	-6.9	6	7	1284	189	0	0	0	6
b	34180	-4.3	0	6	37	37	37	37	37	1
иногда	34150	-6.84	0	0	709	127	0	0	0	6
противника	34074	-8.79	0	0	2895	1122	0	0	0	10
помощью	33767	-7.2	0	1	2895	1019	0	0	0	7
язык	33755	-5.65	0	4	105	13	0	0	0	4
деятельности	33677	-9.56	0	0	891	214	0	0	0	12
выступал	33602	-7.6	0	0	1325	268	0	0	0	8
имеют	33598	-6.27	2	2	709	69	0	0	0	5
почтовый	33584	-7.77	0	0	2895	1019	0	0	0	8
одновременно	33517	-11.73	0	0	1284	54	0	0	0	12
мире	33477	-5.82	10	11	929	121	0	0	0	4
театра	33403	-7.11	4	6	693	187	0	0	0	6
участок	33335	-7.04	0	0	590	95	0	0	0	7
играх	33305	-5.66	6	7	709	35	0	0	0	5
президента	33183	-8.87	0	0	2895	1122	0	0	0	10
строительство	33119	-10.35	0	0	2142	356	0	0	0	13
руководством	33078	-11.07	0	0	1004	72	0	0	0	12
целью	33051	-6.42	2	3	132	72	0	0	0	5
права	33015	-5.03	8	14	2895	1122	0	0	0	5
долларов	32959	-9.22	0	0	891	236	0	0	0	8
короля	32958	-7.12	8	8	1255	499	0	0	0	6
языка	32843	-5.16	6	9	105	13	0	0	0	5
фильма	32816	-6.82	6	9	388	103	0	0	0	6
школу	32774	-6.92	6	7	157	14	0	0	0	5
имел	32740	-5.9	4	7	709	69	0	0	0	4
начало	32737	-5.84	10	12	875	464	0	0	0	6
олимпийских	32729	-11.23	0	0	1284	21	0	0	0	11
происходит	32724	-8.6	0	0	2895	1122	0	0	0	10
