word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	length
international	2458	-11.64	0	0	183	75	0	0	0	13
后	2436	-4.96	0	23	9	9	9	9	9	1
al	2434	-3.02	100	114	413	52	52	52	52	2
同進士出身	2433	-8.52	4	5	65	1	0	0	0	5
台	2433	-4.52	0	19	43	43	43	43	43	1
cm	2409	-5.07	106	115	540	3	3	3	3	2
q	2382	-4.64	0	9	25	25	25	25	25	1
里	2371	-4.92	0	24	10	10	10	10	10	1
小時	2354	-4.87	54	60	29	4	4	4	4	2
并在	2353	-6.1	122	125	25	1	1	1	1	2
河道全長	2347	-8.06	0	1	16	2	0	0	0	4
法语	2319	-6.12	48	49	25	1	1	1	1	2
be	2315	-3.63	92	105	335	66	66	66	66	2
根據美國	2309	-7.41	2	2	13	6	0	0	0	4
之后	2275	-4.69	82	89	38	4	4	4	4	2
william	2274	-8.22	0	1	187	44	0	0	0	7
年时的人口为人	2269	-9.44	0	1	585	4	0	0	0	7
该市镇总面积平方公里	2266	-13.74	0	0	24	8	0	0	0	10
海拔	2262	-4.4	34	39	34	9	9	9	9	2
勝	2260	-5.21	0	7	5	5	5	5	5	1
邮政编码	2258	-8.58	0	1	3	2	0	0	0	4
co	2257	-3.39	98	114	540	156	156	156	156	2
an	2252	-3.25	96	123	413	52	52	52	52	2
上	2251	-4.54	0	30	39	39	39	39	39	1
後	2246	-4.88	0	27	11	11	11	11	11	1
不过	2236	-5.7	30	32	44	2	2	2	2	2
席	2229	-5.32	0	4	4	4	4	4	4	1
日發行	2226	-5.17	30	32	297	11	0	0	0	3
national	2224	-7.3	0	0	176	37	0	0	0	8
印度	2212	-5.11	26	30	14	5	5	5	5	2
万元	2205	-5.22	84	92	53	2	2	2	2	2
号线	2205	-5.15	22	28	30	11	11	11	11	2
st	2201	-3.1	92	104	536	86	86	86	86	2
me	2191	-3.34	102	112	423	54	54	54	54	2
from	2188	-6.18	0	1	264	38	0	0	0	4
明治	2187	-6.07	30	31	29	1	1	1	1	2
日上午	2187	-5.75	12	14	297	5	0	0	0	3
html	2173	-6.72	0	3	223	6	0	0	0	4
宽	2171	-5.32	0	3	4	4	4	4	4	1
其後	2127	-5.47	80	84	68	3	3	3	3	2
约	2124	-4.73	0	16	18	18	18	18	18	1
等等	2123	-6.14	28	29	22	1	1	1	1	2
日下午	2104	-6.01	10	12	297	2	0	0	0	3
英里	2100	-5.16	66	68	40	2	2	2	2	2
是德国莱茵兰	2091	-9.89	0	0	459	13	0	0	0	6
四川	2090	-5.19	10	13	20	4	4	4	4	2
英尺	2074	-5.72	34	36	40	1	1	1	1	2
加入中国共产党	2070	-9.26	0	2	38	9	0	0	0	7
os	2062	-4.66	72	83	124	4	4	4	4	2
普法尔茨州的一个市镇	2055	-10.76	0	0	6	2	0	0	0	10
後來	2053	-5.9	20	24	11	3	3	3	3	2
system	2048	-8.91	0	1	536	11	0	0	0	6
live	2040	-4.74	14	20	265	55	0	0	0	4
all	2037	-4.18	12	21	413	52	0	0	0	3
北海道道	2028	-7.72	0	1	38	4	0	0	0	4
年后	2026	-4.74	180	193	585	2	2	2	2	2
年间	2025	-5.78	160	165	585	1	1	1	1	2
or	2020	-3.77	74	83	124	27	27	27	27	2
年及	2019	-5.78	166	170	585	1	1	1	1	2
年時	2017	-5.5	174	178	585	2	2	2	2	2
time	2009	-6.13	0	2	306	17	0	0	0	4
明朝政治人物	1988	-6.79	6	6	29	12	0	0	0	6
架	1983	-4.8	0	7	14	14	14	14	14	1
万平方米	1957	-6.46	8	12	53	4	0	0	0	4
city	1956	-5.55	0	0	540	17	0	0	0	4
流域面積	1956	-7.31	2	3	10	3	0	0	0	4
县级文物保护单位	1948	-8.51	0	0	7	3	0	0	0	8
万立方米	1946	-7.33	8	9	53	1	0	0	0	4
分钟	1939	-4.92	34	36	138	5	5	5	5	2
萬人	1939	-5.4	108	114	51	4	4	4	4	2
最高點海拔高度	1926	-11.06	0	0	53	7	0	0	0	7
期	1924	-5.0	0	19	8	8	8	8	8	1
codice_	1919	-10.57	0	1	540	156	0	0	0	7
music	1915	-7.07	0	0	423	26	0	0	0	5
面	1902	-4.71	0	11	19	19	19	19	19	1
历史	1890	-5.11	28	32	8	6	6	6	6	2
年在位	1864	-6.39	2	4	585	3	0	0	0	3
之一	1861	-4.84	60	65	38	1	1	1	1	2
长	1861	-4.83	0	35	13	13	13	13	13	1
人死亡	1857	-6.22	8	10	69	3	0	0	0	3
年後	1843	-4.53	186	201	585	3	3	3	3	2
个行政村	1842	-6.88	2	4	99	3	0	0	0	4
克	1828	-4.65	0	37	24	24	24	24	24	1
場	1812	-4.85	0	10	12	12	12	12	12	1
are	1810	-4.58	24	33	413	50	0	0	0	3
亩	1805	-5.76	0	4	2	2	2	2	2	1
身高	1805	-6.67	24	25	4	1	1	1	1	2
比如	1799	-5.52	34	39	28	4	4	4	4	2
条	1797	-5.06	0	1	7	7	7	7	7	1
最後	1795	-5.27	64	68	53	6	6	6	6	2
點	1791	-5.32	0	3	4	4	4	4	4	1
亿美元	1786	-6.49	16	18	18	2	0	0	0	3
utc	1774	-5.93	8	12	79	6	0	0	0	3
又名cd	1772	-7.49	4	4	26	4	0	0	0	4
james	1753	-6.5	4	4	138	27	0	0	0	5
是德国巴伐利亚州的一个市镇	1751	-11.3	0	0	459	13	0	0	0	13
县	1750	-5.06	0	3	7	7	7	7	7	1
約翰	1749	-5.19	20	23	18	4	4	4	4	2
翌年	1746	-6.53	94	95	2	1	1	1	1	2
成立于	1746	-5.98	10	12	33	4	0	0	0	3
個月	1740	-5.5	56	60	65	3	3	3	3	2
意为	1739	-6.27	42	45	14	1	1	1	1	2
cd	1738	-4.61	96	106	540	3	3	3	3	2
云南	1738	-5.62	28	30	6	4	4	4	4	2
david	1737	-6.89	2	2	310	43	0	0	0	5
登進士	1735	-5.38	6	7	9	5	0	0	0	3
歷史	1732	-5.43	28	31	6	4	4	4	4	2
位於該國北部	1711	-8.32	8	11	42	24	0	0	0	6
亨利	1710	-6.67	30	31	4	1	1	1	1	2
年開始	1708	-4.85	18	21	585	12	0	0	0	3
news	1707	-6.02	2	3	176	32	0	0	0	4
市	1704	-4.78	0	8	15	15	15	15	15	1
吨	1702	-5.76	0	2	2	2	2	2	2	1
條	1695	-5.0	0	5	8	8	8	8	8	1
他於	1691	-5.98	130	134	45	1	1	1	1	2
消歧義	1687	-7.85	2	2	4	2	0	0	0	3
org	1686	-5.33	6	9	124	27	0	0	0	3
robert	1679	-7.35	0	2	295	61	0	0	0	6
air	1679	-5.09	22	28	413	12	0	0	0	3
college	1675	-8.15	0	1	540	156	0	0	0	7
九龍巴士	1661	-6.67	0	1	19	7	0	0	0	4
km²	1660	-6.75	0	2	127	2	0	0	0	3
个镇	1657	-5.59	40	44	99	1	1	1	1	2
this	1654	-5.65	2	3	306	54	0	0	0	4
冯	1649	-5.76	0	0	2	2	2	2	2	1
年有教友	1645	-7.84	0	0	585	3	0	0	0	4
group	1643	-7.77	0	1	233	40	0	0	0	5
kg	1643	-5.42	78	82	127	3	3	3	3	2
億美元	1642	-6.48	16	18	19	2	0	0	0	3
公顷	1641	-5.62	56	58	74	1	1	1	1	2
high	1639	-5.72	2	2	223	24	0	0	0	4
简称	1633	-5.86	62	66	6	2	2	2	2	2
樓	1630	-5.21	0	5	5	5	5	5	5	1
车站建于	1624	-7.26	0	0	24	21	0	0	0	4
是在	1616	-4.54	128	138	459	2	2	2	2	2
西元	1613	-5.26	84	89	45	2	2	2	2	2
輛	1612	-4.85	0	2	12	12	12	12	12	1
paul	1611	-6.66	0	3	405	80	0	0	0	4
th	1609	-3.29	82	86	306	54	54	54	54	2
road	1595	-5.57	4	7	295	61	0	0	0	4
随后	1592	-6.09	40	43	6	3	3	3	3	2
公頃	1592	-5.91	56	57	74	1	1	1	1	2
下辖	1588	-5.89	24	26	20	1	1	1	1	2
為輻鰭魚綱鱸形目隆頭魚亞目慈鯛科的其中一種	1586	-18.29	0	0	69	27	0	0	0	21
类型为古建筑	1583	-8.46	0	0	15	10	0	0	0	6
此後	1579	-6.18	56	58	19	1	1	1	1	2
当时	1572	-5.62	40	44	18	2	2	2	2	2
赛季	1569	-5.27	16	21	8	6	6	6	6	2
章	1569	-5.32	0	3	4	4	4	4	4	1
所	1566	-4.56	0	15	35	35	35	35	35	1
家	1560	-4.92	0	13	10	10	10	10	10	1
層	1556	-5.48	0	2	3	3	3	3	3	1
约合	1551	-5.91	38	40	18	2	2	2	2	2
詹姆斯	1550	-7.16	4	5	3	2	0	0	0	3
邮政编码为	1545	-10.06	0	1	3	2	0	0	0	5
億元	1544	-5.89	46	52	19	2	2	2	2	2
只有	1542	-5.31	116	121	12	3	3	3	3	2
net	1541	-4.56	36	40	176	32	0	0	0	3
字	1538	-4.88	0	20	11	11	11	11	11	1
月起	1534	-5.85	78	80	124	1	1	1	1	2
上海	1529	-4.91	56	61	39	4	4	4	4	2
do	1526	-3.7	90	103	310	44	44	44	44	2
二	1525	-4.55	0	7	38	38	38	38	38	1
的意思	1523	-6.33	2	3	233	3	0	0	0	3
表示	1520	-5.29	18	27	8	2	2	2	2	2
水深	1513	-5.48	22	24	20	1	1	1	1	2
話	1489	-5.48	0	5	3	3	3	3	3	1
park	1482	-5.14	12	17	405	80	0	0	0	4
電影	1481	-4.72	18	28	15	4	4	4	4	2
早在	1481	-6.01	108	110	12	1	1	1	1	2
street	1481	-7.13	0	1	536	86	0	0	0	6
系列	1479	-5.59	6	12	14	6	6	6	6	2
george	1474	-7.94	0	2	233	35	0	0	0	6
水库正常库容为	1474	-13.52	0	0	20	1	0	0	0	7
当选第十一届全国政协委员	1473	-15.66	0	0	18	3	0	0	0	12
海拔为	1472	-6.77	6	8	34	9	0	0	0	3
如果	1472	-5.73	32	35	19	3	3	3	3	2
个乡	1471	-5.6	36	39	99	2	2	2	2	2
下午	1471	-5.17	24	29	20	2	2	2	2	2
中国	1469	-4.39	90	97	143	31	31	31	31	2
charles	1467	-7.92	0	0	540	111	0	0	0	7
張單曲	1466	-7.4	2	3	8	1	0	0	0	3
當時	1465	-4.99	44	50	24	9	9	9	9	2
中华人民共和国成立后	1464	-9.81	0	0	143	20	0	0	0	10
成立	1462	-4.7	38	47	33	4	4	4	4	2
部	1462	-4.85	0	20	12	12	12	12	12	1
全長	1457	-5.28	54	57	40	3	3	3	3	2
dvd	1452	-6.5	4	6	310	4	0	0	0	3
命名	1448	-5.25	88	95	9	4	4	4	4	2
